task,domain,origin,crisis_overlap,crisis_quarters,seed,generator,crps,qwcrps,energy,variogram,cov80,cov95,width80,width95
conditional,US,2008Q4,True,8,19,Minnesota BVAR,0.800111,0.661511,8.993692,0.343009,0.690476,0.845238,3.049531,4.745538
conditional,US,2008Q4,True,8,43,Minnesota BVAR,0.788628,0.653123,8.816976,0.336786,0.690476,0.857143,3.075780,4.732408
conditional,US,2009Q4,True,4,7,Minnesota BVAR,0.564345,0.481155,6.458188,0.222141,0.702381,0.892857,2.211709,3.413789
conditional,US,2009Q4,True,4,19,Minnesota BVAR,0.562486,0.483435,6.638113,0.221471,0.714286,0.892857,2.212831,3.417919
conditional,US,2009Q4,True,4,43,Minnesota BVAR,0.561357,0.478707,6.461866,0.220771,0.726190,0.904762,2.203832,3.430993
conditional,US,2010Q4,False,0,7,Minnesota BVAR,0.463105,0.411593,5.272367,0.183965,0.821429,0.964286,2.124012,3.287792
conditional,US,2010Q4,False,0,19,Minnesota BVAR,0.464322,0.409781,5.439827,0.183686,0.821429,0.976190,2.105661,3.265141
conditional,US,2010Q4,False,0,43,Minnesota BVAR,0.455269,0.407358,5.436792,0.181042,0.821429,0.976190,2.111264,3.283049
conditional,US,2011Q4,False,0,7,Minnesota BVAR,0.335704,0.283888,3.860953,0.124836,0.976190,0.988095,2.077701,3.195521
conditional,US,2011Q4,False,0,19,Minnesota BVAR,0.337287,0.287037,3.922058,0.124488,0.976190,0.988095,2.070583,3.196848
conditional,US,2011Q4,False,0,43,Minnesota BVAR,0.345985,0.293232,3.941345,0.126821,0.976190,0.988095,2.059556,3.176872
conditional,US,2012Q4,False,0,7,Minnesota BVAR,0.313776,0.257035,3.717294,0.116270,0.964286,0.988095,2.025999,3.154523
conditional,US,2012Q4,False,0,19,Minnesota BVAR,0.317958,0.259437,3.739051,0.117427,0.964286,0.988095,2.034725,3.141658
conditional,US,2012Q4,False,0,43,Minnesota BVAR,0.315967,0.257455,3.754662,0.116465,0.964286,0.988095,2.034761,3.154568
conditional,US,2013Q4,False,0,7,Minnesota BVAR,0.375564,0.280902,4.224465,0.125375,0.869048,0.988095,1.917715,2.950035
conditional,US,2013Q4,False,0,19,Minnesota BVAR,0.378084,0.284205,4.216776,0.126347,0.869048,0.988095,1.916336,2.949781
conditional,US,2013Q4,False,0,43,Minnesota BVAR,0.368171,0.278097,4.136686,0.125908,0.892857,0.988095,1.941706,2.990252
conditional,US,2014Q4,False,0,7,Minnesota BVAR,0.298434,0.232017,3.465197,0.111702,0.928571,1.000000,1.893586,2.908441
conditional,US,2014Q4,False,0,19,Minnesota BVAR,0.300088,0.232772,3.493306,0.112691,0.928571,1.000000,1.876799,2.893502
conditional,US,2014Q4,False,0,43,Minnesota BVAR,0.300174,0.231885,3.522616,0.113262,0.928571,1.000000,1.883237,2.914710
conditional,US,2015Q4,False,0,7,Minnesota BVAR,0.291350,0.245138,3.601841,0.119339,0.952381,1.000000,1.954281,3.019959
conditional,US,2015Q4,False,0,19,Minnesota BVAR,0.287376,0.240517,3.484489,0.118207,0.940476,1.000000,1.937201,2.985696
conditional,US,2015Q4,False,0,43,Minnesota BVAR,0.293606,0.247621,3.557571,0.119786,0.940476,1.000000,1.941337,2.986090
conditional,US,2016Q4,False,2,7,Minnesota BVAR,0.288062,0.250399,3.639657,0.115675,0.940476,0.988095,1.890371,2.921217
conditional,US,2016Q4,False,2,19,Minnesota BVAR,0.288068,0.250184,3.538608,0.116706,0.964286,0.988095,1.903878,2.925430
conditional,US,2016Q4,False,2,43,Minnesota BVAR,0.286156,0.248407,3.539157,0.115509,0.940476,0.988095,1.887829,2.939949
conditional,US,2017Q4,True,6,7,Minnesota BVAR,0.985156,0.789285,15.945300,0.577241,0.642857,0.773810,1.853124,2.829507
conditional,US,2017Q4,True,6,19,Minnesota BVAR,0.984572,0.787250,15.960282,0.577755,0.619048,0.773810,1.853752,2.828923
conditional,US,2017Q4,True,6,43,Minnesota BVAR,0.984011,0.786893,15.896629,0.577636,0.642857,0.773810,1.848330,2.842197
conditional,US,2018Q4,True,10,7,Minnesota BVAR,1.155550,0.921938,17.477380,0.678378,0.440476,0.654762,1.710838,2.747208
conditional,US,2018Q4,True,10,19,Minnesota BVAR,1.149167,0.915503,17.497614,0.677125,0.488095,0.678571,1.738635,2.812891
conditional,US,2018Q4,True,10,43,Minnesota BVAR,1.153154,0.916817,17.602076,0.679728,0.464286,0.654762,1.726037,2.783388
conditional,US,2019Q4,True,8,7,Minnesota BVAR,0.878322,0.784610,16.083223,0.506955,0.726190,0.833333,1.772556,2.696492
conditional,US,2019Q4,True,8,19,Minnesota BVAR,0.874406,0.781616,16.004854,0.504381,0.726190,0.833333,1.793431,2.738093
conditional,US,2019Q4,True,8,43,Minnesota BVAR,0.874269,0.779742,16.026351,0.504047,0.726190,0.833333,1.790946,2.736543
conditional,US,2020Q4,True,4,7,Minnesota BVAR,0.474205,0.396246,5.648462,0.174758,0.761905,0.904762,1.899951,2.909917
conditional,US,2020Q4,True,4,19,Minnesota BVAR,0.477753,0.398241,5.671445,0.174714,0.761905,0.916667,1.911713,2.936976
conditional,US,2020Q4,True,4,43,Minnesota BVAR,0.476579,0.400551,5.562953,0.175327,0.761905,0.892857,1.864766,2.866292
conditional,US,2021Q4,False,0,7,Minnesota BVAR,0.608532,0.518447,6.658726,0.202695,0.595238,0.809524,1.896067,2.923800
conditional,US,2021Q4,False,0,19,Minnesota BVAR,0.597119,0.503119,6.606867,0.200636,0.630952,0.785714,1.909807,2.939742
conditional,US,2021Q4,False,0,43,Minnesota BVAR,0.606204,0.514769,6.599926,0.200797,0.630952,0.821429,1.901931,2.928479
conditional,US,2022Q4,False,0,7,Minnesota BVAR,0.344796,0.325268,4.073500,0.118273,0.904762,0.952381,1.875066,2.879550
conditional,US,2022Q4,False,0,19,Minnesota BVAR,0.347154,0.322017,3.994679,0.118649,0.892857,0.952381,1.858392,2.869526
conditional,US,2022Q4,False,0,43,Minnesota BVAR,0.340486,0.320360,3.948661,0.116496,0.904762,0.952381,1.877959,2.882178
